-0.978784, -1.593611, 6.000000
-0.891047, -1.613520, 6.000000
-0.803197, -1.632936, 6.000000
-0.715187, -1.651629, 6.000000
-0.627061, -1.669776, 6.000000
-0.538848, -1.687513, 6.000000
-0.450542, -1.704789, 6.000000
-0.362215, -1.721966, 6.000000
-0.273811, -1.738751, 6.000000
-0.185415, -1.755587, 5.979290
-0.097079, -1.772741, 5.914242
-0.008951, -1.790936, 5.807492
0.078937, -1.810267, 5.666207
0.166510, -1.830977, 5.499352
0.253654, -1.853427, 5.399027
0.340276, -1.877817, 5.267775
0.426270, -1.904336, 5.138259
0.511578, -1.932988, 5.044578
0.596299, -1.963338, 5.016326
0.680397, -1.995375, 4.958022
0.763840, -2.029083, 4.956571
0.846630, -2.064366, 4.979298
0.928718, -2.101251, 4.922076
1.009870, -2.140152, 4.813051
1.090030, -2.181060, 4.699492
1.169145, -2.223953, 4.558057
1.247121, -2.268885, 4.380910
1.323597, -2.316321, 4.262746
1.398373, -2.366395, 4.111946
1.471270, -2.419167, 3.920469
1.542076, -2.474713, 3.714144
1.610567, -2.533087, 3.566596
1.676524, -2.594312, 3.399573
1.739397, -2.658695, 3.237850
1.798528, -2.726530, 3.081419
1.853171, -2.798025, 2.929289
1.902583, -2.873230, 2.793737
1.946262, -2.951901, 2.693843
1.983609, -3.033766, 2.617000
2.014023, -3.118449, 2.575081
2.037252, -3.205377, 2.558259
2.052987, -3.293970, 2.553976
2.061040, -3.383588, 2.562510
2.059270, -3.518501, 2.582896
2.048984, -3.607892, 2.584834
2.031571, -3.696172, 2.583395
2.007279, -3.782812, 2.588244
1.976388, -3.867326, 2.575511
1.938773, -3.949067, 2.557488
1.894411, -4.027352, 2.542614
1.843534, -4.101565, 2.519937
1.786243, -4.170945, 2.503370
1.722963, -4.234911, 2.510313
1.654321, -4.293084, 2.526627
1.580810, -4.344972, 2.546632
1.503241, -4.390576, 2.598135
1.422373, -4.430042, 2.660030
1.338752, -4.463281, 2.745299
1.252912, -4.490280, 2.845810
1.165450, -4.511445, 2.951125
1.076828, -4.527081, 3.096994
0.987481, -4.537826, 3.257053
0.897693, -4.543893, 3.508232
0.807717, -4.545724, 3.899206
0.717733, -4.544196, 4.282255
0.627849, -4.539679, 4.633691
0.538102, -4.532945, 4.974202
0.448479, -4.524727, 5.300415
0.358969, -4.515350, 5.574754
0.269544, -4.505200, 5.835319
0.180165, -4.494645, 6.000000
0.090796, -4.484007, 6.000000
0.001405, -4.473552, 6.000000
-0.087976, -4.463022, 6.000000
-0.177320, -4.452169, 6.000000
-0.266635, -4.441089, 6.000000
-0.355916, -4.429738, 6.000000
-0.445149, -4.418014, 6.000000
-0.534317, -4.405803, 6.000000
-0.623401, -4.392997, 6.000000
-0.712384, -4.379505, 6.000000
-0.801248, -4.365250, 6.000000
-0.889976, -4.350175, 6.000000
-0.978553, -4.334235, 6.000000
-1.067050, -4.317858, 6.000000
-1.155450, -4.300963, 6.000000
-1.243671, -4.283155, 6.000000
-1.331722, -4.264528, 6.000000
-1.419601, -4.245107, 6.000000
-1.507299, -4.224883, 6.000000
-1.594803, -4.203832, 6.000000
-1.682097, -4.181929, 6.000000
-1.769166, -4.159149, 6.000000
-1.855995, -4.135471, 6.000000
-1.942570, -4.110881, 6.000000
-2.028878, -4.085367, 6.000000
-2.115041, -4.059367, 6.000000
-2.201174, -4.033270, 6.000000
-2.287145, -4.006646, 6.000000
-2.372868, -3.979229, 6.000000
-2.458376, -3.951154, 6.000000
-2.543675, -3.922446, 5.951710
-2.628902, -3.893527, 5.771477
-2.714226, -3.864894, 5.561780
-2.799823, -3.837088, 5.310269
-2.885883, -3.810758, 5.024191
-2.972599, -3.786678, 4.748198
-3.060018, -3.765293, 4.488211
-3.148146, -3.747054, 4.258966
-3.236923, -3.732289, 4.138115
-3.326191, -3.720864, 4.270441
-3.415805, -3.712577, 4.480138
-3.505634, -3.707072, 4.731649
-3.595574, -3.703807, 5.017727
-3.685557, -3.702073, 5.293720
-3.775554, -3.701479, 5.490753
-3.865554, -3.701155, 5.565883
-3.955552, -3.700545, 5.476661
-4.045532, -3.698715, 5.207204
-4.135465, -3.695261, 4.847894
-4.225290, -3.689693, 4.455188
-4.314865, -3.681001, 4.050215
-4.403954, -3.668281, 3.631758
-4.492200, -3.650652, 3.264725
-4.579106, -3.627305, 2.979617
-4.664137, -3.597861, 2.789087
-4.746661, -3.561992, 2.633909
-4.825954, -3.519461, 2.500643
-4.900451, -3.470716, 2.393349
-4.967737, -3.417303, 2.298323
-5.027692, -3.358670, 2.218128
-5.079528, -3.294472, 2.159925
-5.122489, -3.224630, 2.121004
-5.156283, -3.149106, 2.101484
-5.180738, -3.069356, 2.113821
-5.196027, -2.986731, 2.150060
-5.202445, -2.902392, 2.196063
-5.196102, -2.774811, 2.243329
-5.181617, -2.690291, 2.289714
-5.159204, -2.607113, 2.325531
-5.129090, -2.526022, 2.350411
-5.091519, -2.447748, 2.377094
-5.046768, -2.373005, 2.406916
-4.995222, -2.302443, 2.446903
-4.937304, -2.236690, 2.503331
-4.873757, -2.176039, 2.584842
-4.805376, -2.120576, 2.703242
-4.732926, -2.070223, 2.842286
-4.657146, -2.024714, 3.006994
-4.578731, -1.983585, 3.255648
-4.498248, -1.946345, 3.538365
-4.416101, -1.912607, 3.878196
-4.332652, -1.881904, 4.275764
-4.248311, -1.853427, 4.646987
-4.163301, -1.826704, 4.980853
-4.077782, -1.801367, 5.294181
-3.991845, -1.777210, 5.582737
-3.905565, -1.754039, 5.775815
-3.818951, -1.731904, 5.923481
-3.732063, -1.710631, 6.000000
-3.644933, -1.690151, 6.000000
-3.557576, -1.670454, 6.000000
-3.469999, -1.651556, 6.000000
-3.382210, -1.633483, 6.000000
-3.294214, -1.616265, 6.000000
-3.206019, -1.599927, 6.000000
-3.117632, -1.584494, 6.000000
-3.029064, -1.569984, 6.000000
-2.940323, -1.556413, 6.000000
-2.851420, -1.543794, 6.000000
-2.762367, -1.532138, 6.000000
-2.673174, -1.521452, 6.000000
-2.583854, -1.511743, 6.000000
-2.494419, -1.503016, 6.000000
-2.404880, -1.495275, 5.908071
-2.315249, -1.488523, 5.728112
-2.225538, -1.482764, 5.545359
-2.135751, -1.478161, 5.338551
-2.045883, -1.475308, 5.167732
-1.955965, -1.474793, 5.039911
-1.866061, -1.476817, 4.814356
-1.776245, -1.481423, 4.666376
-1.686567, -1.488285, 4.720588
-1.597069, -1.497248, 4.900547
-1.507860, -1.508774, 5.083300
-1.418939, -1.522377, 5.290108
-1.330252, -1.537454, 5.460927
-1.241704, -1.553357, 5.529998
-1.153282, -1.569961, 5.752404
-1.065019, -1.587403, 5.939653
